1;5 BSR36_c2h6 + -1 BSR36_h1 + -4 BSR36_ch4;9.54;kcal/mol
2;5 BSR36_c2h6 + -1 BSR36_h2 + -4 BSR36_ch4;9.50;kcal/mol
3;5 BSR36_c2h6 + -1 BSR36_h3 + -4 BSR36_ch4;11.09;kcal/mol
4;5 BSR36_c2h6 + -1 BSR36_h4 + -4 BSR36_ch4;8.85;kcal/mol
5;5 BSR36_c2h6 + -1 BSR36_h5 + -4 BSR36_ch4;8.64;kcal/mol
6;6 BSR36_c2h6 + -1 BSR36_h6 + -5 BSR36_ch4;10.81;kcal/mol
7;6 BSR36_c2h6 + -1 BSR36_h7 + -5 BSR36_ch4;12.74;kcal/mol
8;6 BSR36_c2h6 + -1 BSR36_h8 + -5 BSR36_ch4;11.70;kcal/mol
9;6 BSR36_c2h6 + -1 BSR36_h9 + -5 BSR36_ch4;13.20;kcal/mol
10;6 BSR36_c2h6 + -1 BSR36_h10 + -5 BSR36_ch4;11.07;kcal/mol
11;6 BSR36_c2h6 + -1 BSR36_h11 + -5 BSR36_ch4;12.49;kcal/mol
12;6 BSR36_c2h6 + -1 BSR36_h12 + -5 BSR36_ch4;12.35;kcal/mol
13;6 BSR36_c2h6 + -1 BSR36_h13 + -5 BSR36_ch4;10.99;kcal/mol
14;6 BSR36_c2h6 + -1 BSR36_h14 + -5 BSR36_ch4;9.83;kcal/mol
15;7 BSR36_c2h6 + -1 BSR36_h15 + -6 BSR36_ch4;14.27;kcal/mol
16;5 BSR36_c2h6 + -1 BSR36_r1 + -5 BSR36_ch4;2.24;kcal/mol
17;6 BSR36_c2h6 + -1 BSR36_r2 + -6 BSR36_ch4;10.56;kcal/mol
18;6 BSR36_c2h6 + -1 BSR36_r3 + -6 BSR36_ch4;6.11;kcal/mol
19;7 BSR36_c2h6 + -1 BSR36_r4 + -7 BSR36_ch4;14.67;kcal/mol
20;7 BSR36_c2h6 + -1 BSR36_r5 + -7 BSR36_ch4;10.21;kcal/mol
21;7 BSR36_c2h6 + -1 BSR36_r6 + -7 BSR36_ch4;9.78;kcal/mol
22;7 BSR36_c2h6 + -1 BSR36_r7 + -7 BSR36_ch4;8.72;kcal/mol
23;7 BSR36_c2h6 + -1 BSR36_r8 + -7 BSR36_ch4;10.10;kcal/mol
24;7 BSR36_c2h6 + -1 BSR36_r9 + -7 BSR36_ch4;9.47;kcal/mol
25;11 BSR36_c2h6 + -1 BSR36_r10 + -12 BSR36_ch4;18.55;kcal/mol
26;11 BSR36_c2h6 + -1 BSR36_r11 + -12 BSR36_ch4;8.93;kcal/mol
27;11 BSR36_c2h6 + -1 BSR36_r12 + -12 BSR36_ch4;14.56;kcal/mol
28;11 BSR36_c2h6 + -1 BSR36_r13 + -12 BSR36_ch4;25.52;kcal/mol
29;11 BSR36_c2h6 + -1 BSR36_r14 + -12 BSR36_ch4;22.86;kcal/mol
30;13 BSR36_c2h6 + -1 BSR36_r15 + -14 BSR36_ch4;27.25;kcal/mol
31;12 BSR36_c2h6 + -1 BSR36_r16 + -12 BSR36_ch4;24.96;kcal/mol
32;12 BSR36_c2h6 + -1 BSR36_c1 + -14 BSR36_ch4;26.82;kcal/mol
33;14 BSR36_c2h6 + -1 BSR36_c2 + -16 BSR36_ch4;38.34;kcal/mol
34;14 BSR36_c2h6 + -1 BSR36_c3 + -16 BSR36_ch4;31.09;kcal/mol
35;16 BSR36_c2h6 + -1 BSR36_c4 + -18 BSR36_ch4;49.82;kcal/mol
36;18 BSR36_c2h6 + -1 BSR36_c5 + -22 BSR36_ch4;45.46;kcal/mol
