1;1 PA26_p2 + -1 PA26_p2p;167.2;kcal/mol
2;1 PA26_p4 + -1 PA26_p4p;192.9;kcal/mol
3;1 PA26_p6 + -1 PA26_p6p;209.2;kcal/mol
4;1 PA26_p8 + -1 PA26_p8p;219.2;kcal/mol
5;1 PA26_nh3 + -1 PA26_nh3p;211.9;kcal/mol
6;1 PA26_h2o + -1 PA26_h2op;171.4;kcal/mol
7;1 PA26_c2h2 + -1 PA26_c2h2p;157.4;kcal/mol
8;1 PA26_sih4 + -1 PA26_sih4p;156.9;kcal/mol
9;1 PA26_ph3 + -1 PA26_ph3p;192.8;kcal/mol
10;1 PA26_h2s + -1 PA26_h2sp;174.3;kcal/mol
11;1 PA26_hcl + -1 PA26_hclp;137.8;kcal/mol
12;1 PA26_h2 + -1 PA26_h2p;106.2;kcal/mol
13;1 PA26_c2f6 + -1 PA26_c2f6p;120.8;kcal/mol
14;1 PA26_ethanol + -1 PA26_ethanolp;191.9;kcal/mol
15;1 PA26_ch3cooh + -1 PA26_ch3coohp;190.9;kcal/mol
16;1 PA26_gly + -1 PA26_glyp;218.2;kcal/mol
17;1 PA26_phenol + -1 PA26_phenolp;200.4;kcal/mol
18;1 PA26_ass + -1 PA26_assp;210.2;kcal/mol
19;1 PA26_ch2s + -1 PA26_ch2sp;188.3;kcal/mol
20;1 PA26_si2h6 + -1 PA26_si2h6p;181.9;kcal/mol
21;1 PA26_cys + -1 PA26_cysp;221.3;kcal/mol
22;1 PA26_phosphapyrrol + -1 PA26_phosphapyrrolp;219.6;kcal/mol
23;1 PA26_A + -1 PA26_Ap;192.9;kcal/mol
24;1 PA26_T + -1 PA26_Tp;210.7;kcal/mol
25;1 PA26_G + -1 PA26_Gp;236.0;kcal/mol
26;1 PA26_C + -1 PA26_Cp;235.1;kcal/mol
