1;-1 CARBHB12_1O + 1 CARBHB12_1O_A + 1 CARBHB12_1O_B;5.370;kcal/mol
2;-1 CARBHB12_2O + 1 CARBHB12_2O_A + 1 CARBHB12_2O_B;6.047;kcal/mol
3;-1 CARBHB12_3O + 1 CARBHB12_3O_A + 1 CARBHB12_3O_B;2.421;kcal/mol
4;-1 CARBHB12_4O + 1 CARBHB12_4O_A + 1 CARBHB12_4O_B;9.967;kcal/mol
5;-1 CARBHB12_1N + 1 CARBHB12_1N_A + 1 CARBHB12_1N_B;2.357;kcal/mol
6;-1 CARBHB12_2N + 1 CARBHB12_2N_A + 1 CARBHB12_2N_B;3.021;kcal/mol
7;-1 CARBHB12_3N + 1 CARBHB12_3N_A + 1 CARBHB12_3N_B;1.205;kcal/mol
8;-1 CARBHB12_4N + 1 CARBHB12_4N_A + 1 CARBHB12_4N_B;4.177;kcal/mol
9;-1 CARBHB12_1CL + 1 CARBHB12_1CL_A + 1 CARBHB12_1CL_B;7.839;kcal/mol
10;-1 CARBHB12_2CL + 1 CARBHB12_2CL_A + 1 CARBHB12_2CL_B;10.483;kcal/mol
11;-1 CARBHB12_3CL + 1 CARBHB12_3CL_A + 1 CARBHB12_3CL_B;3.241;kcal/mol
12;-1 CARBHB12_4CL + 1 CARBHB12_4CL_A + 1 CARBHB12_4CL_B;16.296;kcal/mol
